date,tempC,tempF,humid,heatindex
20030701,23,73.4,75,22.98
20030702,24.6,76.3,69.1,24.61
20030703,21.6,70.8,73.4,21.55
20030704,22.3,72.1,68,22.28
20030705,24.9,76.9,66.8,24.92
20030706,24.5,76.2,72.6,24.55
20030707,25.1,77.2,65.6,25.12
20030708,25.6,78.1,65.8,25.6
20030709,22,71.7,94.1,22.05
20030710,23.2,73.8,80.2,23.23
20030711,24.9,76.8,68.1,24.88
20030712,23.6,74.5,76.4,23.59
20030713,24.5,76,62.1,24.47
20030714,23.6,74.4,58.6,23.58
20030715,24.7,76.5,68.5,24.73
20030716,24.9,76.7,71.7,24.86
20030717,24.4,75.9,70,24.38
20030718,20,68,88.6,19.99
20030719,20.3,68.6,86.6,20.34
20030720,23.4,74.2,80.8,23.42
20030721,25.5,78,80.9,25.53
20030722,23,73.5,93,23.04
20030723,22.4,72.4,86.4,22.45
20030724,24.5,76.1,75,24.51
20030725,25.9,78.6,72.9,25.91
20030726,25.6,78.1,66,25.62
20030727,21.3,70.3,88.6,21.25
20030728,22.2,72,85.1,22.24
20030729,24.4,76,82.1,24.44
20030730,26,78.9,67.6,26.05
20030731,26.4,79.5,69.3,26.4
20030801,25.8,78.4,77.5,25.79
20030802,25,76.9,80.5,24.95
20030803,25.2,77.3,90.2,25.19
20030804,26.6,79.9,81.5,26.63
20030805,26,78.7,78.6,25.95
20030806,23.5,74.3,81.5,23.52
20030807,22.7,72.9,81.5,22.74
20030808,24.8,76.6,72.7,24.8
20030809,26.6,79.8,63.6,26.55
20030810,24.4,75.9,78.3,24.37
20030811,23.7,74.6,79.2,23.65
20030812,24.8,76.6,66,24.79
20030813,24.8,76.6,61.8,24.76
20030814,24.8,76.7,53,24.83
20030815,24.8,76.7,50.9,24.81
20030816,23.6,74.5,60.8,23.59
20030817,22.9,73.2,67.8,22.91
20030818,21.4,70.6,83.5,21.43
20030819,21.7,71,84.7,21.68
20030820,24.5,76,88.8,24.46
20030821,26.3,79.3,84.6,26.3
20030822,27,80.6,78.9,29.59
20030823,24.7,76.4,89.4,24.65
20030824,22.9,73.2,92.9,22.88
20030825,24.9,76.9,77.9,24.93
20030826,24.2,75.5,79.3,24.18
20030827,21.6,71,89.5,21.64
20030828,23.9,75,76.5,23.87
20030829,22.5,72.4,79.3,22.45
20030830,20.4,68.7,84,20.41
20030831,20.8,69.5,74.3,20.82
20030901,21.9,71.4,78,21.88
20030902,19.3,66.7,86.7,19.29
20030903,20.7,69.3,84,20.75
20030904,21.9,71.4,76.4,21.87
20030905,22.9,73.3,84.4,22.92
20030906,22.1,71.8,76.8,22.11
20030907,21.3,70.3,90.7,21.29
20030908,23.1,73.6,75.9,23.12
20030909,19.1,66.4,88.8,19.12
20030910,20.7,69.2,77.9,20.66
20030911,21.6,70.8,77.6,21.57
20030912,21.3,70.4,85.1,21.35
20030913,22.1,71.8,79.8,22.1
20030914,22,71.7,77.7,22.04
20030915,23.3,73.9,70.8,23.25
20030916,22.5,72.5,74.3,22.48
20030917,23,73.4,77.4,23.02
20030918,20.7,69.3,90.9,20.75
20030919,21,69.7,69.2,20.96
20030920,20.7,69.3,53.9,20.71
20030921,19.3,66.7,57.2,19.28
20030922,18.9,65.9,53.5,18.85
20030923,18.7,65.7,53,18.71
20030924,18.7,65.6,56.6,18.68
20030925,20.1,68.3,63.4,20.15
20030926,20.3,68.6,65.1,20.33
20030927,20.2,68.4,57.8,20.24
20030928,20.6,69,62.5,20.56
20030929,19.9,67.8,61.8,19.89
20030930,19.1,66.3,64.2,19.06
20031001,16.2,61.2,87.9,16.24
20031002,15.4,59.7,61.6,15.39
20031003,15,59,53.9,15
20031004,15.3,59.6,46.1,15.31
20031005,15.1,59.2,57.5,15.11
20031006,16,60.9,71.8,16.03
20031007,16.6,62,66.6,16.65
20031008,17.9,64.2,60,17.88
20031009,18.9,66.1,62,18.93
20031010,19.6,67.3,63.3,19.62
20031011,19.9,67.8,60,19.89
20031012,19.3,66.7,73.3,19.3
20031013,15.7,60.3,81,15.75
20031014,13.7,56.6,65.1,13.65
20031015,11.9,53.4,51.8,11.88
20031016,13.7,56.6,58,13.69
20031017,13.7,56.7,68.6,13.7
20031018,14.1,57.4,58.6,14.11
20031019,12.1,53.8,48,12.1
20031020,12.3,54.2,61.2,12.32
20031021,11.5,52.8,84,11.55
20031022,11.9,53.5,69.5,11.92
20031023,8.5,47.4,39.6,8.53
20031024,10.1,50.2,61,10.12
20031025,12.6,54.7,56.7,12.6
20031026,10.6,51.1,53.5,10.6
20031027,13.8,56.8,57,13.76
20031028,9,48.1,52.7,8.95
20031029,7.4,45.4,48.8,7.44
20031030,10.6,51,55.3,10.58
20031031,13.8,56.9,56.9,13.84
20031101,14.3,57.7,68.5,14.25
20031102,16.3,61.3,78.5,16.28
20031103,12.9,55.3,55.7,12.92
20031104,9.9,49.9,39,9.93
20031105,13.4,56.1,48.1,13.41
20031106,14.3,57.7,65.7,14.28
20031107,12.6,54.6,84.5,12.58
20031108,9.7,49.4,95.9,9.68
20031109,10.8,51.4,80.6,10.76
20031110,11.9,53.4,73.9,11.88
20031111,10.1,50.2,83.7,10.11
20031112,8.9,47.9,82,8.85
20031113,8.2,46.8,72.7,8.24
20031114,8.5,47.3,71.3,8.52
20031115,10.9,51.7,72.2,10.95
20031116,5.4,41.7,40.8,5.36
20031117,5.3,41.5,45.4,5.29
20031118,8.4,47.1,54.4,8.4
20031119,12.6,54.7,51.5,12.6
20031120,12.6,54.7,78.5,12.6
20031121,5.5,42,62.2,5.54
20031122,-0.1,31.8,36.9,-0.13
20031123,2.5,36.5,42.6,2.51
20031124,6.1,43,40.4,6.1
20031125,8.1,46.5,75.1,8.05
20031126,9.4,48.9,72.7,9.41
20031127,9.6,49.2,71.2,9.58
20031128,11.4,52.6,73.3,11.44
20031129,8.9,48.1,88.1,8.93
20031130,7.9,46.2,77.2,7.88
20031201,7.2,44.9,78.6,7.19
20031202,5.9,42.5,65.5,5.85
20031203,3.6,38.5,52.9,3.63
20031204,1.8,35.3,35.6,1.82
20031205,5.9,42.7,45.5,5.93
20031206,4.3,39.7,72,4.29
20031207,-4.9,23.2,46.1,-4.88
20031208,-0.8,30.5,67.5,-0.83
20031209,-2.7,27.1,49.3,-2.73
20031210,-0.7,30.7,51.3,-0.71
20031211,2.5,36.5,52.3,2.52
20031212,0.2,32.4,63.6,0.23
20031213,0.2,32.4,61.9,0.23
20031214,1.5,34.8,62.8,1.53
20031215,0.1,32.2,52.1,0.12
20031216,0.7,33.3,57,0.75
20031217,-0.1,31.9,61.7,-0.07
20031218,-3.4,25.9,57.7,-3.39
20031219,-5.2,22.7,46,-5.18
20031220,-5,23,38.6,-4.98
20031221,-1.8,28.8,55.5,-1.8
20031222,3.2,37.7,75.1,3.19
20031223,4.4,39.9,80.8,4.39
20031224,3,37.3,91.3,2.97
20031225,1.2,34.2,66.6,1.23
20031226,-3.6,25.5,44.8,-3.59
20031227,-3.2,26.2,45.6,-3.23
20031228,1.8,35.2,58.8,1.8
20031229,4.7,40.5,67,4.71
20031230,0.2,32.4,47.8,0.2
20031231,2.6,36.7,64.6,2.61
20040101,3.7,38.7,73.5,3.7
20040102,3.3,37.9,66.5,3.26
20040103,3.9,39,53.4,3.9
20040104,2.1,35.7,39.1,2.06
20040105,2.6,36.8,49.5,2.65
20040106,4.4,39.9,70,4.39
20040107,2.2,36,67.7,2.23
20040108,0.3,32.5,39.8,0.28
20040109,1.7,35.1,54.3,1.7
20040110,0.2,32.4,46.2,0.2
20040111,-0.8,30.6,38.3,-0.79
20040112,-0.4,31.3,69.8,-0.42
20040113,-6.3,20.6,58.8,-6.34
20040114,-5.4,22.3,47.5,-5.4
20040115,-1.5,29.3,63.1,-1.5
20040116,1,33.9,67.4,1.03
20040117,1.4,34.5,88,1.37
20040118,0.5,32.8,89,0.46
20040119,-0.9,30.4,63.3,-0.86
20040120,-3.7,25.3,53.1,-3.73
20040121,-13.7,7.3,46.1,-13.74
20040122,-13.3,8.1,49.8,-13.29
20040123,-9,15.8,52.2,-9.02
20040124,-7.2,19,51.5,-7.21
20040125,-7.1,19.2,61.5,-7.1
20040126,-6,21.1,63.9,-6.03
20040127,-4.2,24.5,54.5,-4.15
20040128,-0.7,30.7,60.3,-0.71
20040129,2.2,36,66.7,2.2
20040130,1.9,35.3,67,1.86
20040131,1.8,35.2,66.2,1.8
20040201,2.9,37.2,59.7,2.91
20040202,-1.1,30.1,46.5,-1.06
20040203,-4.2,24.4,44.4,-4.2
20040204,-1.8,28.8,53.5,-1.8
20040205,-4.5,23.9,42.6,-4.5
20040206,-4.2,24.4,59.6,-4.23
20040207,-4,24.9,58.7,-3.96
20040208,0,32,60.8,-0.01
20040209,-2.3,27.9,44.3,-2.3
20040210,-0.5,31.1,47.5,-0.51
20040211,2.3,36.2,66,2.31
20040212,1.9,35.5,57.1,1.93
20040213,3.3,37.9,55.3,3.3
20040214,3.9,39,57.4,3.91
20040215,3.4,38.1,52.7,3.41
20040216,4,39.2,56.5,3.98
20040217,4.7,40.4,60.6,4.67
20040218,5.1,41.2,47,5.1
20040219,8,46.3,31.2,7.97
20040220,11.1,51.9,30.5,11.05
20040221,10.7,51.3,78.5,10.7
20040222,4.6,40.3,91.4,4.64
20040223,1.6,34.8,56.3,1.56
20040224,3.5,38.4,75.5,3.55
20040225,6.3,43.4,69.3,6.34
20040226,1.8,35.2,46.2,1.8
20040227,1.6,34.9,57.5,1.63
20040228,5.1,41.1,64.2,5.05
20040229,3.4,38.2,52.4,3.43
20040301,1.9,35.4,35.4,1.91
20040302,-1.8,28.8,28.9,-1.8
20040303,-1.8,28.7,35.6,-1.81
20040304,-1.6,29.1,59.6,-1.59
20040305,0,31.9,81.6,-0.03
20040306,-3.2,26.2,51,-3.25
20040307,-1.9,28.5,50.4,-1.94
20040308,2.9,37.1,74.5,2.85
20040309,7.2,45,68.5,7.2
20040310,10.7,51.3,67.8,10.72
20040311,5.9,42.5,29.5,5.85
20040312,6.8,44.2,36,6.78
20040313,7.8,46.1,60.5,7.83
20040314,7,44.6,69.2,6.99
20040315,8.7,47.7,49.4,8.72
20040316,14.1,57.4,42.1,14.12
20040317,6.4,43.5,68.8,6.39
20040318,1.9,35.4,33.8,1.89
20040319,3.8,38.9,41.5,3.85
20040320,6.8,44.3,44.6,6.82
20040321,9.6,49.2,46.2,9.57
20040322,11.1,52,44.2,11.13
20040323,9,48.3,42.2,9.05
20040324,9,48.1,64.9,8.95
20040325,9,48.2,55.6,8.98
20040326,10.5,50.9,40.5,10.49
20040327,10.8,51.4,33.2,10.76
20040328,11.3,52.4,28.4,11.33
20040329,14,57.2,47.5,14
20040330,10.4,50.7,49.5,10.4
20040331,7.8,46,32.6,7.78
20040401,9.1,48.5,45.8,9.14
20040402,5.8,42.4,73.3,5.8
20040403,6.2,43.1,60.4,6.19
20040404,7.5,45.5,46,7.49
20040405,9,48.1,48.1,8.96
20040406,7.9,46.3,56,7.92
20040407,10.2,50.4,43.9,10.24
20040408,10.3,50.6,30.1,10.34
20040409,12.8,55.1,44.3,12.83
20040410,14.9,58.7,44.1,14.85
20040411,16.2,61.1,42,16.15
20040412,16.4,61.6,61.5,16.45
20040413,17.1,62.9,46.3,17.15
20040414,16.8,62.3,42.1,16.81
20040415,15.4,59.7,47.4,15.39
20040416,15.6,60,50,15.57
20040417,17.2,62.9,43.4,17.15
20040418,19.8,67.7,35.7,19.82
20040419,14.5,58.1,94.1,14.5
20040420,15.4,59.8,63.8,15.42
20040421,18.4,65.2,55.7,18.44
20040422,16.5,61.7,68.3,16.48
20040423,13,55.5,27.2,13.03
20040424,11.8,53.2,34.7,11.78
20040425,12.8,55,31.3,12.79
20040426,10.7,51.3,52,10.75
20040427,8.3,46.9,74.8,8.26
20040428,11.6,52.9,56,11.58
20040429,14.6,58.3,44,14.63
20040430,17.2,62.9,63.5,17.16
20040501,19.3,66.8,51.8,19.33
20040502,17.6,63.7,63.8,17.63
20040503,15.2,59.4,95,15.2
20040504,14.2,57.5,57.6,14.16
20040505,15.3,59.5,59,15.29
20040506,17,62.5,50.4,16.96
20040507,17.4,63.4,35.2,17.43
20040508,18,64.4,49.5,17.99
20040509,14.9,58.9,92.2,14.94
20040510,15.1,59.2,92.2,15.09
20040511,17.1,62.7,74.7,17.05
20040512,16.9,62.4,85.9,16.89
20040513,16.1,60.9,82,16.07
20040514,18.3,64.9,67,18.28
20040515,16.4,61.6,75.1,16.42
20040516,16.2,61.1,75,16.15
20040517,14.7,58.4,78,14.66
20040518,16.5,61.7,75.2,16.48
20040519,19.2,66.5,61.5,19.19
20040520,17.9,64.2,76.1,17.88
20040521,16.8,62.3,67.5,16.83
20040522,17.6,63.8,51.1,17.64
20040523,17.2,63,61.1,17.23
20040524,18.6,65.4,59,18.56
20040525,19.6,67.3,49.3,19.63
20040526,19.9,67.8,46.8,19.9
20040527,21.7,71,61,21.67
20040528,19,66.2,95.3,19
20040529,19.9,67.9,82,19.93
20040530,21.4,70.5,75.8,21.39
20040531,20.7,69.3,47.8,20.72
20040601,21,69.9,50.8,21.03
20040602,23.1,73.6,46.7,23.1
20040603,25.8,78.5,49.7,25.83
20040604,26.1,79,48.8,26.13
20040605,25.9,78.6,37.5,25.88
20040606,23.5,74.3,46.6,23.51
20040607,21.8,71.2,53.7,21.79
20040608,20.1,68.2,64.6,20.12
20040609,20.6,69,64,20.56
20040610,22.8,73.1,69,22.82
20040611,25.3,77.5,61.1,25.26
20040612,25,77,46.4,25.01
20040613,23.4,74.1,40.6,23.37
20040614,23.5,74.4,34.5,23.53
20040615,25.2,77.4,37.2,25.22
20040616,25.5,78,44.4,25.53
20040617,19.7,67.4,82.6,19.67
20040618,20.2,68.4,89.4,20.2
20040619,21,69.9,91,21.03
20040620,21.5,70.6,93.7,21.45
20040621,22.8,73,79.9,22.8
20040622,20.9,69.6,85.6,20.88
20040623,22.1,71.8,85,22.09
20040624,25,77,72.8,25.01
20040625,25.3,77.6,65.4,25.33
20040626,24.3,75.7,73.8,24.3
20040627,24.5,76.1,71.5,24.48
20040628,22.8,73,79.1,22.79
20040629,22.2,72,80,22.21
20040630,24.6,76.2,73.8,24.56
20040701,24.3,75.7,74.8,24.28
20040702,22.9,73.2,91.5,22.9
20040703,24.6,76.2,85.7,24.56
20040704,21,69.9,92.6,21.03
20040705,22.7,72.8,82.1,22.66
20040706,23.4,74.1,85.8,23.38
20040707,21.6,70.9,94.9,21.61
20040708,21.3,70.3,90.3,21.29
20040709,22.6,72.7,78.8,22.63
20040710,24,75.2,75.2,24
20040711,23.6,74.4,80.9,23.57
20040712,22.2,71.9,95.7,22.19
20040713,21.1,70,93.3,21.11
20040714,23.4,74.1,84.3,23.38
20040715,22.8,73.1,92.9,22.85
20040716,22.9,73.2,95.2,22.9
20040717,22.4,72.3,94,22.39
20040718,25,76.9,86.5,24.96
20040719,26.3,79.4,82.2,26.33
20040720,25.8,78.4,87,25.75
20040721,26.8,80.2,82.3,29.46
20040722,27.3,81.1,76.9,30.07
20040723,28.3,82.9,65.7,30.57
20040724,27.5,81.4,62.8,28.93
20040725,25.5,77.9,74.7,25.52
20040726,26.3,79.3,77.8,26.3
20040727,27.6,81.6,72.9,30.17
20040728,28.6,83.5,71.5,32.16
20040729,28.7,83.7,70.6,32.19
20040730,29.2,84.6,66.2,32.48
20040731,29.7,85.5,65.8,33.47
20040801,29.8,85.6,56.3,31.74
20040802,28.2,82.7,61,29.81
20040803,28.7,83.7,65.5,31.41
20040804,28.7,83.7,66.9,31.64
20040805,27.3,81.2,77.1,30.13
20040806,28.3,82.9,71.3,31.39
20040807,28.6,83.4,71.5,32.07
20040808,27.9,82.3,76.7,31.48
20040809,28.4,83.2,71.9,31.82
20040810,30,85.9,68,34.49
20040811,30.4,86.8,53,32.25
20040812,29.6,85.3,61.5,32.36
20040813,28.6,83.5,69.2,31.81
20040814,26.4,79.6,74.5,26.42
20040815,26.7,80,67.3,28.15
20040816,25.4,77.7,77.5,25.4
20040817,23,73.4,91.2,22.98
20040818,23.3,73.9,93.6,23.28
20040819,21.8,71.2,80,21.79
20040820,23.5,74.3,64.4,23.48
20040821,23.2,73.8,76.9,23.23
20040822,22.8,73,76.4,22.8
20040823,22.9,73.1,65.5,22.86
20040824,23.8,74.9,66.2,23.81
20040825,24.3,75.7,72.6,24.26
20040826,23.9,75,78.3,23.86
20040827,24.5,76.1,72,24.48
20040828,23.8,74.9,60.3,23.82
20040829,25.2,77.4,62.5,25.21
20040830,26.2,79.2,67.7,26.21
20040831,24.4,75.9,65,24.36
20040901,24.8,76.6,58.4,24.8
20040902,24.1,75.4,54.5,24.12
20040903,23.7,74.6,51,23.65
20040904,24.9,76.8,59.6,24.89
20040905,25.7,78.3,58.1,25.73
20040906,24,75.2,65.4,24.01
20040907,20.1,68.1,84.3,20.08
20040908,21.9,71.5,71.3,21.94
20040909,23.1,73.5,63.6,23.07
20040910,22.1,71.8,60.6,22.14
20040911,17.7,63.8,81.8,17.68
20040912,20.2,68.4,85.5,20.21
20040913,21.5,70.7,82.8,21.48
20040914,22.7,72.9,75,22.73
20040915,24.2,75.6,69.4,24.2
20040916,23.3,73.9,80,23.3
20040917,23.3,74,79.4,23.34
20040918,22.2,72,85.3,22.23
20040919,20.5,68.8,58.5,20.45
20040920,16.8,62.2,80.1,16.79
20040921,16.7,62.1,84.8,16.7
20040922,18.5,65.3,69.8,18.52
20040923,20.5,68.9,66.3,20.5
20040924,21.2,70.2,64.5,21.22
20040925,21.4,70.5,60.5,21.4
20040926,20.5,69,60.4,20.53
20040927,21.2,70.1,66.6,21.19
20040928,21.1,70,70.4,21.08
20040929,21.9,71.4,56.1,21.91
20040930,21.5,70.7,63.1,21.48
20041001,17.5,63.5,74.5,17.5
20041002,12.6,54.7,43.3,12.61
20041003,13.2,55.8,48.4,13.23
20041004,15,59.1,56.2,15.03
20041005,16.6,61.8,58,16.57
20041006,17.7,63.8,66.2,17.69
20041007,18.4,65.1,69.1,18.41
20041008,19.4,67,68.8,19.43
20041009,19.9,67.9,44.8,19.92
20041010,20.1,68.2,51.4,20.1
20041011,18.8,65.8,64,18.79
20041012,15.5,59.9,52.9,15.51
20041013,13,55.3,44.6,12.96
20041014,10.6,51.2,48.8,10.65
20041015,13.5,56.2,64,13.46
20041016,15.8,60.4,65.3,15.8
20041017,16.1,60.9,49,16.07
20041018,16.5,61.7,57.5,16.52
20041019,16.8,62.3,62.3,16.83
20041020,17,62.5,54.4,16.97
20041021,15.4,59.6,62.1,15.35
20041022,12.7,54.9,45.7,12.73
20041023,12.2,53.9,35.3,12.16
20041024,13.7,56.7,43.5,13.73
20041025,15.7,60.3,51.3,15.71
20041026,11.9,53.4,46.3,11.89
20041027,10.8,51.5,40.3,10.84
20041028,11.7,53.1,58.2,11.71
20041029,12.7,54.8,62.5,12.65
20041030,15.3,59.5,54.7,15.28
20041031,15.9,60.7,48.8,15.93
20041101,14.9,58.9,63.6,14.93
20041102,10.3,50.5,82.9,10.28
20041103,10.2,50.4,76.1,10.25
20041104,11.8,53.2,72.2,11.75
20041105,11.3,52.4,78.8,11.35
20041106,8.5,47.2,54,8.45
20041107,10.1,50.2,50.8,10.09
20041108,12.6,54.7,68.3,12.63
20041109,16.2,61.1,63.9,16.15
20041110,15.2,59.4,74.7,15.23
20041111,14.1,57.4,89.5,14.08
20041112,5.8,42.4,52.3,5.78
20041113,3.9,39.1,47.7,3.93
20041114,7.5,45.4,59.8,7.45
20041115,5.3,41.6,42.5,5.31
20041116,6.4,43.6,57.5,6.43
20041117,9.6,49.2,66.6,9.58
20041118,10.8,51.4,69.5,10.8
20041119,9.7,49.4,75.6,9.68
20041120,7.8,46.1,68,7.81
20041121,6.4,43.6,59.4,6.45
20041122,6.9,44.5,66,6.92
20041123,8,46.3,69.9,7.96
20041124,9.8,49.6,72.3,9.75
20041125,10.4,50.8,61,10.43
20041126,5.8,42.4,75.6,5.79
20041127,7.1,44.7,68.4,7.06
20041128,7.8,46.1,62.7,7.81
20041129,5.1,41.1,53.9,5.07
20041130,4.9,40.7,64.5,4.86
20041201,5.1,41.2,61.8,5.1
20041202,8.1,46.7,56.8,8.14
20041203,10.4,50.8,61.8,10.43
20041204,9.5,49,84.5,9.46
20041205,2.3,36.1,60.8,2.3
20041206,2.7,36.9,65.3,2.74
20041207,4,39.2,59.3,4.02
20041208,5.7,42.2,64.5,5.67
20041209,8.6,47.5,59.8,8.59
20041210,8.1,46.5,49.8,8.08
20041211,4.1,39.4,37.5,4.13
20041212,5.5,41.9,51.7,5.48
20041213,2.4,36.3,57.1,2.4
20041214,4.2,39.6,43.6,4.2
20041215,5.7,42.3,62.2,5.7
20041216,4.3,39.7,73.3,4.27
20041217,3.7,38.6,68.5,3.65
20041218,3.8,38.8,74.9,3.77
20041219,5,40.9,63.5,4.95
20041220,-2.9,26.8,56,-2.87
20041221,-3.4,25.8,47.6,-3.44
20041222,-3.3,26.1,43.6,-3.26
20041223,-4,24.9,43.9,-3.96
20041224,-1,30.1,57.7,-1.03
20041225,-1.6,29.2,64.3,-1.57
20041226,-3,26.6,48.3,-3.03
20041227,-4,24.8,46,-3.98
20041228,-4.9,23.1,41.4,-4.93
20041229,-5.5,22.1,44.4,-5.48
20041230,-4.9,23.2,49.2,-4.88
20041231,-4.6,23.7,43.5,-4.59
20050101,-5.2,22.7,40.6,-5.16
20050102,-0.1,31.8,57.7,-0.12
20050103,3.4,38.1,70.3,3.37
20050104,-4.5,23.8,39.3,-4.54
20050105,-4.1,24.6,43.1,-4.12
20050106,-0.3,31.4,55,-0.31
20050107,-2.3,27.9,54.2,-2.25
20050108,-4.9,23.3,53,-4.85
20050109,-7.7,18.1,43.4,-7.75
20050110,-6.3,20.7,56.1,-6.3
20050111,-5.9,21.3,49.3,-5.94
20050112,-6.2,20.9,43.6,-6.19
20050113,-5,23,55,-5.01
20050114,-3.3,26.1,52.8,-3.28
20050115,-2.5,27.5,56.9,-2.51
20050116,-0.9,30.3,67,-0.94
20050117,0.1,32.3,57.8,0.14
20050118,0.8,33.5,78.8,0.85
20050119,-3.6,25.6,48.9,-3.57
20050120,-5.8,21.6,49.4,-5.79
20050121,-5.5,22.1,45.9,-5.49
20050122,-2.5,27.5,42.4,-2.48
20050123,1.7,35,33.5,1.68
20050124,1.5,34.6,64.6,1.47
20050125,0.9,33.6,61,0.88
20050126,1.8,35.3,58,1.83
20050127,1.3,34.4,48.1,1.33
20050128,2.1,35.7,45,2.05
20050129,-0.3,31.5,65,-0.26
20050130,-6.8,19.8,40.9,-6.77
20050131,-7,19.4,40.7,-6.99
20050201,-10.4,13.4,40.3,-10.35
20050202,-7.1,19.3,47.8,-7.06
20050203,-4.8,23.4,52.8,-4.8
20050204,-1.7,29,44,-1.68
20050205,-1.5,29.2,49.4,-1.54
20050206,-0.4,31.3,36.1,-0.41
20050207,3,37.4,47.5,3
20050208,2.1,35.7,54.5,2.07
20050209,-1.1,30,60.5,-1.13
20050210,-5.6,21.9,37.3,-5.59
20050211,-6.1,21,38,-6.14
20050212,-4.1,24.5,44.7,-4.14
20050213,-1.8,28.7,51.5,-1.82
20050214,1.4,34.5,50.7,1.39
20050215,4.7,40.4,44.1,4.68
20050216,2.6,36.7,83.4,2.6
20050217,4.7,40.5,61.5,4.72
20050218,4.1,39.3,55.4,4.07
20050219,-1.5,29.3,52,-1.48
20050220,-7,19.5,39.5,-6.96
20050221,-6.4,20.6,45.8,-6.36
20050222,-1.2,29.8,80.9,-1.2
20050223,-2.4,27.7,51.2,-2.41
20050224,-2.9,26.8,38.6,-2.9
20050225,-4.6,23.6,40.3,-4.65
20050226,-5.1,22.8,37.3,-5.12
20050227,-2.5,27.5,42.4,-2.48
20050228,0.7,33.2,55,0.67
20050301,-0.6,31,46.3,-0.58
20050302,0.6,33,63.5,0.56
20050303,-1.3,29.6,43.5,-1.35
20050304,-0.6,31,44.2,-0.55
20050305,-0.9,30.4,48.3,-0.89
20050306,0.4,32.7,54.4,0.37
20050307,3.4,38.1,73.6,3.38
20050308,4.3,39.7,61.7,4.26
20050309,6.4,43.5,44.9,6.36
20050310,9.1,48.4,87.6,9.1
20050311,1.5,34.7,72.5,1.51
20050312,-3.9,25,35.3,-3.88
20050313,-1.5,29.3,35.2,-1.51
20050314,2.3,36.1,45.3,2.28
20050315,4.4,39.9,61.4,4.41
20050316,7.2,44.9,58.9,7.17
20050317,6.2,43.2,77.4,6.25
20050318,4.1,39.3,44.1,4.07
20050319,4,39.3,46.4,4.04
20050320,5.8,42.5,64.2,5.85
20050321,6.9,44.3,58.8,6.85
20050322,8.5,47.3,59.3,8.49
20050323,8.8,47.8,39.9,8.8
20050324,3.4,38.1,44.3,3.38
20050325,2.7,36.8,49,2.65
20050326,6.5,43.6,74.1,6.46
20050327,10.3,50.6,61.9,10.32
20050328,7.2,44.9,66.9,7.15
20050329,5.8,42.4,29.8,5.76
20050330,6.5,43.7,45,6.52
20050331,9.2,48.6,51.5,9.2
20050401,11,51.8,33.3,11.02
20050402,10.5,50.9,41.2,10.52
20050403,8.7,47.6,63.1,8.68
20050404,9.2,48.5,47,9.16
20050405,12.9,55.3,40.8,12.93
20050406,13.6,56.5,69.8,13.59
20050407,13.2,55.8,77.1,13.24
20050408,14.4,57.9,42,14.38
20050409,13.4,56.1,67.4,13.39
20050410,12.5,54.5,71.8,12.5
20050411,13.4,56.2,52.7,13.43
20050412,11.6,52.8,60.6,11.55
20050413,10.3,50.5,54.8,10.29
20050414,10,50,49.8,9.98
20050415,9.4,49,33.3,9.44
20050416,10.6,51,26.4,10.57
20050417,13.9,56.9,30.5,13.85
20050418,14.8,58.7,60.6,14.83
20050419,17.8,64,64.3,17.77
20050420,10.7,51.3,59.3,10.71
20050421,10.2,50.4,56.9,10.24
20050422,11.3,52.4,52,11.34
20050423,13.2,55.7,45.1,13.18
20050424,13.9,57,46,13.9
20050425,13.8,56.8,53.4,13.79
20050426,14.6,58.3,53,14.6
20050427,15.9,60.6,46.6,15.89
20050428,17.5,63.5,72.1,17.5
20050429,18.8,65.8,63.4,18.78
20050430,23.3,73.9,63.8,23.27
20050501,21.3,70.4,66.7,21.34
20050502,19.5,67.2,24.9,19.53
20050503,19.1,66.3,27.3,19.05
20050504,19.8,67.7,21,19.85
20050505,20.4,68.7,42.4,20.36
20050506,11.9,53.4,91.3,11.88
20050507,13,55.4,63.3,13.03
20050508,13.5,56.4,76.3,13.55
20050509,13.2,55.8,56.4,13.21
20050510,14.1,57.4,46.7,14.1
20050511,13.7,56.7,56.4,13.74
20050512,14.2,57.6,72.4,14.2
20050513,16.4,61.5,55.5,16.38
20050514,16.7,62.1,64.2,16.74
20050515,18.4,65.1,60.3,18.41
20050516,19.5,67.2,55,19.53
20050517,19.6,67.3,63.5,19.59
20050518,15.6,60,84.9,15.57
20050519,17.2,62.9,59.9,17.18
20050520,18.3,65,50.2,18.31
20050521,17.8,64.1,41.5,17.82
20050522,16,60.8,57,16
20050523,16.2,61.1,64.4,16.18
20050524,17.5,63.4,60.6,17.45
20050525,18.3,65,57.2,18.34
20050526,19.2,66.6,60.5,19.24
20050527,20.6,69.2,52.5,20.65
20050528,21.9,71.4,45.1,21.89
20050529,23.6,74.5,46.3,23.59
20050530,21.6,70.9,45.5,21.63
20050531,21.1,70.1,34.8,21.15
20050601,19.7,67.4,55.8,19.67
20050602,19.3,66.7,77.7,19.27
20050603,18.1,64.7,74.5,18.14
20050604,19.4,67,71.5,19.44
20050605,22.4,72.4,55,22.44
20050606,22.4,72.4,56,22.44
20050607,21.7,71.1,60,21.72
20050608,23,73.4,57.4,22.99
20050609,23.4,74.2,60.8,23.44
20050610,19.5,67.1,85,19.5
20050611,21,69.8,69.4,20.98
