date,tempC,tempF,humid,heatindex
20150531,21.9,71.4,56.1,21.86
20150601,21.8,71.2,44.5,21.76
20150602,23,73.5,45.5,23.04
20150603,23.1,73.6,36.7,23.09
20150604,24.2,75.5,28,24.19
20150605,19.5,67.1,54.2,19.53
20150606,22.2,72,51.1,22.21
20150607,23.5,74.2,46.9,23.46
20150608,22.4,72.4,53.1,22.43
20150609,22.2,72,66.2,22.23
20150610,25,77.1,55.9,25.03
20150611,24.7,76.5,55,24.72
20150612,23.7,74.6,64.7,23.68
20150613,24.5,76.2,61.5,24.53
20150614,23.1,73.5,69.8,23.05
20150615,24.2,75.5,65.6,24.17
20150616,25,77,64.6,24.98
20150617,23.8,74.9,69.8,23.82
20150618,24.5,76.1,62,24.51
20150619,24.6,76.3,56.1,24.63
20150620,20.1,68.1,88.7,20.07
20150621,22.1,71.7,70.2,22.06
20150622,23.9,74.9,62.4,23.86
20150623,24.6,76.3,63.3,24.59
20150624,25.7,78.2,58.3,25.68
20150625,24.9,76.9,63.2,24.95
20150626,21.1,69.9,76.7,21.07
20150627,25,77.1,54.7,25.05
20150628,25.5,78,61,25.53
20150629,25.6,78,61,25.56
20150630,24.5,76,70.1,24.47
20150701,23.8,74.8,67.2,23.77
20150702,23.9,75,63.8,23.88
20150703,23.3,73.9,62.6,23.3
20150704,24,75.2,55.7,23.98
20150705,24.3,75.8,56.6,24.34
20150706,25.3,77.6,55,25.34
20150707,25.4,77.8,53.6,25.43
20150708,23.6,74.4,68.1,23.57
20150709,26.4,79.5,60.3,26.36
20150710,28.9,84.1,61,31.09
20150711,30.4,86.8,60.5,33.76
20150712,25.1,77.1,91.3,25.08
20150713,23.3,73.9,91.1,23.26
20150714,26,78.8,72.5,25.98
20150715,27.9,82.2,61.5,29.43
20150716,25,77,51.3,24.99
20150717,23.5,74.3,50,23.51
20150718,24.2,75.6,61.1,24.24
20150719,24.9,76.9,77.5,24.93
20150720,27.3,81.2,70.5,29.47
20150721,27.1,80.8,81.8,30.12
20150722,27.8,82,76.6,31.13
20150723,27,80.6,79.3,29.68
20150724,24.7,76.4,96.5,24.69
20150725,25,77,94.6,24.98
20150726,25.9,78.7,86.3,25.93
20150727,26.1,79,85.9,26.13
20150728,27.6,81.6,74.8,30.36
20150729,26.6,79.9,82.8,26.62
20150730,28.6,83.4,75.9,32.83
20150731,28,82.4,74.4,31.32
20150801,28.1,82.5,72.7,31.13
20150802,26.8,80.2,82.3,29.39
20150803,27.8,82.1,72.2,30.6
20150804,27.5,81.4,72.6,29.94
20150805,28.4,83.2,68.1,31.26
20150806,29.3,84.7,64,32.17
20150807,28.8,83.8,70.8,32.35
20150808,26.8,80.3,79.1,29.3
20150809,26.7,80.1,74.4,28.71
20150810,27.1,80.7,71.5,29.08
20150811,26.8,80.3,73,28.78
20150812,27.1,80.8,67.6,28.83
20150813,26.7,80,68,28.2
20150814,26.8,80.3,65.8,28.26
20150815,27,80.6,71.4,29
20150816,26,78.8,75.9,25.98
20150817,26.1,79,64.4,26.11
20150818,27.8,82,58,28.94
20150819,26.8,80.3,69.3,28.48
20150820,25.7,78.2,73.4,25.68
20150821,25.3,77.5,77.8,25.26
20150822,25.7,78.2,69.7,25.66
20150823,26.2,79.1,65.1,26.18
20150824,26.4,79.6,61.5,26.43
20150825,22.2,71.9,73.7,22.16
20150826,21.8,71.2,67.9,21.8
20150827,24.8,76.7,61.7,24.84
20150828,23.4,74.2,67.2,23.43
20150829,24.2,75.6,66.4,24.21
20150830,25,77,65.6,25
20150831,25.8,78.5,63.8,25.81
20150901,26,78.7,59,25.97
20150902,24.1,75.4,71.2,24.12
20150903,23.8,74.8,76,23.76
20150904,24.7,76.5,68.6,24.73
20150905,22.1,71.7,80.8,22.07
20150906,22.2,72,61.8,22.21
20150907,22.5,72.4,53.2,22.46
20150908,22.7,72.9,45.7,22.73
20150909,22.3,72.1,41.6,22.25
20150910,22.2,71.9,59.9,22.19
20150911,21.3,70.3,77.4,21.27
20150912,19.1,66.4,62.5,19.1
20150913,20,68,52.5,20.02
20150914,22.1,71.7,61.3,22.07
20150915,22.9,73.1,50.2,22.85
20150916,21.6,70.9,44.5,21.59
20150917,21.5,70.7,46.5,21.48
20150918,21.7,71,50.5,21.68
20150919,22.3,72.1,57.3,22.27
20150920,22.1,71.8,68.4,22.12
20150921,22.5,72.5,63.6,22.5
20150922,23.7,74.7,50.4,23.75
20150923,22,71.5,56.5,21.96
20150924,23.3,73.9,57.4,23.27
20150925,23.3,74,55.8,23.35
20150926,22.5,72.5,57.5,22.48
20150927,21.8,71.2,39,21.76
20150928,21.4,70.6,39.6,21.43
20150929,21.8,71.3,37.7,21.83
20150930,21.4,70.5,44.6,21.4
20151001,17,62.5,78.8,16.95
20151002,15.7,60.3,54,15.74
20151003,19.7,67.4,51.3,19.67
20151004,16.3,61.4,38.3,16.33
20151005,17.9,64.2,49.4,17.89
20151006,18.5,65.2,57,18.46
20151007,19.4,66.9,67.9,19.37
20151008,20.2,68.4,60.7,20.23
20151009,16.5,61.6,44.3,16.46
20151010,13.2,55.7,70.3,13.15
20151011,10.8,51.5,72.5,10.83
20151012,12.3,54.2,58.6,12.32
20151013,14.6,58.4,63.5,14.64
20151014,17.2,62.9,66.2,17.17
20151015,17.8,64,60.9,17.76
20151016,17.7,63.8,70,17.67
20151017,18.7,65.6,63.8,18.68
20151018,17.8,64.1,64.5,17.84
20151019,18,64.5,66.9,18.05
20151020,18.7,65.7,69.5,18.74
20151021,17.9,64.1,73.3,17.85
20151022,17.6,63.7,66.1,17.63
20151023,17.4,63.2,69,17.35
20151024,17.2,63,66,17.2
20151025,16.2,61.2,50.3,16.23
20151026,14.9,58.8,64.2,14.91
20151027,12.7,54.8,71,12.67
20151028,10.1,50.1,50,10.07
20151029,8.3,47,51.2,8.35
20151030,5.6,42.1,42.5,5.59
20151031,5.6,42.1,42.7,5.63
20151101,6.7,44.1,47.3,6.7
20151102,10.6,51.1,58,10.61
20151103,11.8,53.3,68.3,11.85
20151104,12,53.6,63.8,11.99
20151105,13.2,55.8,63.4,13.22
20151106,13.6,56.4,63.5,13.57
20151107,10.3,50.6,91.1,10.31
20151108,11.2,52.1,90.7,11.16
20151109,10.8,51.5,89,10.82
20151110,10.2,50.3,79.5,10.18
20151111,11.6,52.8,73.1,11.55
20151112,14.3,57.7,63.7,14.3
20151113,11.6,52.8,82,11.57
20151114,12.6,54.7,98.2,12.62
20151115,13.5,56.4,84.6,13.53
20151116,12.1,53.8,85.2,12.13
20151117,13.9,57,72,13.88
20151118,10.8,51.4,71.8,10.75
20151119,8.8,47.9,71.5,8.84
20151120,9.9,49.7,73.8,9.85
20151121,9.1,48.4,57.2,9.14
20151122,10.1,50.1,64.3,10.05
20151123,8.7,47.7,81.1,8.7
20151124,5.8,42.4,69.1,5.8
20151125,2.8,37,88,2.8
20151126,-2.2,28.1,65.5,-2.15
20151127,-3,26.6,59,-3.02
20151128,-0.2,31.6,70.1,-0.22
20151129,2.2,36,86.5,2.21
20151130,4.4,39.9,70.5,4.38
20151201,3.7,38.7,59.9,3.72
20151202,6.1,43,72.5,6.09
20151203,-0.2,31.6,78,-0.2
20151204,-0.8,30.5,63,-0.84
20151205,3.5,38.2,53.2,3.46
20151206,1.4,34.6,44.5,1.43
20151207,1.5,34.7,52.4,1.51
20151208,3,37.4,55.1,3.03
20151209,4.6,40.2,58.2,4.58
20151210,7.9,46.2,72.7,7.9
20151211,6.6,43.9,59,6.62
20151212,5.2,41.3,49.8,5.18
20151213,5.3,41.5,50.7,5.27
20151214,4.9,40.8,72.9,4.87
20151215,4.8,40.7,72,4.83
20151216,-0.4,31.3,51.7,-0.4
20151217,-4.6,23.8,42.8,-4.56
20151218,-3.6,25.5,59.9,-3.59
20151219,-0.1,31.8,66,-0.13
20151220,1.1,34,58.5,1.14
20151221,2.4,36.4,72.5,2.43
20151222,2.7,36.8,70.7,2.67
20151223,6,42.9,59.8,6.05
20151224,1.9,35.5,65.8,1.92
20151225,-1,30.2,45.3,-1
20151226,1.1,34,75.2,1.13
20151227,-5.4,22.4,41.2,-5.35
20151228,-5.9,21.3,37.5,-5.94
20151229,-3.5,25.6,46.6,-3.55
20151230,0.1,32.2,63.6,0.13
20151231,0.9,33.6,81.8,0.9
20160101,0.8,33.4,73.6,0.8
20160102,5.4,41.8,75.1,5.44
20160103,6.7,44,81.5,6.65
20160104,2.5,36.6,56.4,2.53
20160105,-2.5,27.4,39,-2.54
20160106,-1.8,28.8,53.4,-1.76
20160107,-3.1,26.3,51.5,-3.15
20160108,-3.5,25.7,49.8,-3.48
20160109,-2.3,27.9,57.1,-2.25
20160110,0.6,33,45.8,0.55
20160111,-3.5,25.6,37.2,-3.54
20160112,-5,23,43.5,-4.98
20160113,-4.5,23.9,63.8,-4.52
20160114,-3.9,25,49.9,-3.91
20160115,-0.4,31.2,54.7,-0.42
20160116,-0.3,31.5,65.7,-0.27
20160117,1.7,35,64.3,1.66
20160118,-5.3,22.5,60.8,-5.29
20160119,-12.7,9.1,45.7,-12.7
20160120,-10.6,12.9,43.1,-10.62
20160121,-7.2,19,45.3,-7.23
20160122,-7.6,18.3,41.1,-7.6
20160123,-10.9,12.4,41.6,-10.87
20160124,-14.6,5.7,47,-14.6
20160125,-9.9,14.1,47.5,-9.93
20160126,-3.7,25.3,63.9,-3.72
20160127,-0.7,30.7,55.2,-0.73
20160128,-0.8,30.5,53.6,-0.83
20160129,1.9,35.5,41.5,1.93
20160130,0.8,33.5,60.9,0.83
20160131,-3.5,25.6,35,-3.53
20160201,-5.9,21.4,35.7,-5.88
20160202,-5.4,22.3,41,-5.4
20160203,-2.7,27.1,48.5,-2.73
20160204,-0.6,31,53.8,-0.55
20160205,-2.4,27.7,38.5,-2.38
20160206,-2.9,26.8,38.8,-2.87
20160207,-3.1,26.4,45.6,-3.1
20160208,1,33.7,62,0.95
20160209,0.7,33.2,51.8,0.67
20160210,2.4,36.3,41.5,2.37
20160211,7.4,45.4,26.2,7.44
20160212,8.4,47.1,92.1,8.36
20160213,11.4,52.6,95.3,11.43
20160214,-1.6,29.1,76.7,-1.59
20160215,-6.1,20.9,48.1,-6.15
20160216,-2.8,26.9,67.2,-2.83
20160217,-0.4,31.3,54.7,-0.38
20160218,3.5,38.2,66.6,3.45
20160219,2.5,36.6,57.9,2.55
20160220,1.5,34.7,38.1,1.53
20160221,-0.7,30.8,35.5,-0.68
20160222,0.9,33.7,32.9,0.94
20160223,1,33.9,58,1.04
20160224,-2.9,26.7,43.5,-2.92
20160225,-0.6,30.9,47.5,-0.63
20160226,2,35.6,40.4,2.01
20160227,3.4,38.1,60.3,3.37
20160228,1.1,34,61.5,1.13
20160229,-3.5,25.8,49.9,-3.46
20160301,-3,26.7,45.2,-2.96
20160302,2.5,36.5,67.4,2.52
20160303,7.8,46,65.8,7.8
20160304,12.7,54.8,54.6,12.69
20160305,11.7,53.1,90.6,11.7
20160306,8.2,46.7,57.4,8.15
20160307,8,46.4,35.8,7.98
20160308,3.3,37.9,40.8,3.29
20160309,0.3,32.6,38,0.32
20160310,-1.1,30,37.4,-1.11
20160311,-0.7,30.7,42.7,-0.7
20160312,1.7,35.1,54.6,1.7
20160313,3.8,38.8,66.1,3.76
20160314,4.7,40.5,59.6,4.73
20160315,5,41,41.9,4.98
20160316,7.5,45.4,48.7,7.46
20160317,8.8,47.9,39.2,8.83
20160318,13.1,55.6,49.2,13.1
20160319,11.6,52.8,58.9,11.55
20160320,10.4,50.8,54,10.44
20160321,10.1,50.1,53.5,10.08
20160322,7.9,46.3,58.3,7.93
20160323,8.2,46.8,51.6,8.21
20160324,7.2,45,36,7.2
20160325,7,44.6,44.4,6.99
20160326,6.4,43.6,55.5,6.43
20160327,7.1,44.7,53.7,7.07
20160328,9.3,48.8,49.3,9.33
20160329,11.4,52.5,55.9,11.38
20160330,11.3,52.4,53.5,11.33
20160331,13.2,55.8,28.2,13.23
20160401,15.2,59.4,25.8,15.24
20160402,14.9,58.8,38.1,14.9
20160403,10.8,51.5,75.5,10.85
20160404,12.1,53.8,45.9,12.13
20160405,11.5,52.7,43.1,11.48
20160406,14.2,57.6,41,14.25
20160407,14.2,57.5,70,14.18
20160408,11.2,52.2,76.3,11.24
20160409,10.4,50.7,83.7,10.4
20160410,13.7,56.6,75.1,13.68
20160411,12.3,54.1,44.8,12.26
20160412,14,57.1,44,13.95
20160413,15.5,59.9,64.3,15.48
20160414,12.6,54.6,76.3,12.56
20160415,14.8,58.6,47.3,14.8
20160416,14.8,58.6,56.4,14.77
20160417,11.4,52.5,69.8,11.38
20160418,11.2,52.2,64.5,11.23
20160419,11.8,53.2,57.7,11.75
20160420,14.1,57.5,53.2,14.14
20160421,13.4,56.1,86.5,13.37
20160422,13.8,56.9,82.7,13.82
20160423,13.3,56,53.4,13.33
20160424,15.3,59.5,39.3,15.27
20160425,17,62.7,35.2,17.03
20160426,20.7,69.2,34.6,20.68
20160427,17.6,63.7,32.3,17.58
20160428,17,62.7,34,17.03
20160429,16.5,61.6,44.2,16.47
20160430,15.7,60.2,47.9,15.68
20160501,18.5,65.2,38.8,18.47
20160502,21.2,70.2,61.5,21.25
20160503,13.5,56.4,88.3,13.54
20160504,15.5,59.9,47.8,15.48
20160505,18.7,65.6,48.5,18.65
20160506,16.6,61.8,89.9,16.55
20160507,16.4,61.5,62.9,16.37
20160508,19.2,66.5,47.9,19.18
20160509,20,68.1,41.8,20.03
20160510,14.9,58.8,80.4,14.86
20160511,16.2,61.1,62.7,16.15
20160512,17.7,63.8,60.7,17.68
20160513,18.2,64.8,59.3,18.24
20160514,20.1,68.2,47.3,20.09
20160515,18,64.3,69.1,17.96
20160516,15.8,60.4,58.8,15.8
20160517,19,66.2,50.6,19.02
20160518,22,71.6,39.4,21.98
20160519,24.2,75.6,37.1,24.23
20160520,24.1,75.3,32.5,24.08
20160521,24.2,75.5,22,24.15
20160522,24.6,76.3,33.7,24.59
20160523,23.2,73.7,42.8,23.19
20160524,17.3,63.1,80.5,17.25
20160525,19.3,66.8,68.2,19.34
20160526,19.6,67.2,71.2,19.56
20160527,20.7,69.3,63.6,20.71
20160528,21.9,71.4,55.5,21.88
20160529,21.4,70.5,55.3,21.37
20160530,22.1,71.8,56.8,22.11
20160531,21.5,70.6,64.1,21.47
20160601,23.2,73.7,48.2,23.16
20160602,23.3,73.9,37.5,23.28
20160603,22.2,72,47.5,22.23
20160604,21.3,70.3,50.2,21.25
20160605,24.3,75.7,47.8,24.3
20160606,23.5,74.3,47,23.52
20160607,21.9,71.4,68.3,21.89
20160608,22.1,71.8,66.9,22.08
20160609,23.9,74.9,60.4,23.86
20160610,24.7,76.5,59.1,24.73
20160611,23.4,74.2,73.1,23.43
20160612,23.7,74.6,80.1,23.68
20160613,23.5,74.2,71.1,23.47
20160614,23.8,74.8,63.2,23.8
20160615,20.9,69.7,79.8,20.94
20160616,21,69.9,73.5,21.03
20160617,23.5,74.3,63.8,23.48
20160618,24.6,76.2,58,24.55
20160619,24,75.2,63.9,24.02
20160620,24.6,76.4,65.3,24.65
20160621,26.1,78.9,59.6,26.06
20160622,24.6,76.3,74.4,24.61
20160623,24.3,75.8,71,24.33
20160624,23.3,73.9,77.3,23.28
20160625,22.8,73,64.4,22.77
20160626,24.4,75.9,58.4,24.36
20160627,24.4,75.8,56.4,24.35
20160628,24.7,76.5,61,24.73
20160629,25.3,77.5,56.6,25.29
20160630,24.5,76.2,77.9,24.53
20160701,24.1,75.3,85.7,24.07
20160702,23.6,74.5,81.6,23.58
20160703,23.5,74.3,70.1,23.53
20160704,21.9,71.4,83.9,21.89
20160705,22.9,73.3,93.6,22.95
20160706,22.9,73.2,75.4,22.87
20160707,23.8,74.9,71.4,23.83
20160708,27.1,80.7,65.9,28.64
20160709,27.7,81.8,65.4,29.55
20160710,27.8,82,64.1,29.59
20160711,28.6,83.4,65,31.04
20160712,26.4,79.4,67.2,26.36
20160713,26.3,79.4,67.8,26.32
20160714,27.5,81.5,67.3,29.46
20160715,26.6,79.9,57.5,26.59
20160716,20.9,69.7,91.9,20.93
20160717,21.7,71.1,83.9,21.72
20160718,24.2,75.6,74.2,24.22
20160719,26.7,80.1,67.8,28.26
20160720,28.4,83.2,63.1,30.54
20160721,28.3,82.9,61,30
20160722,29.1,84.5,63.3,31.82
20160723,28.8,83.8,70.2,32.31
20160724,28,82.4,77.1,31.67
20160725,28.5,83.2,75.2,32.45
20160726,28.3,82.9,70.4,31.29
20160727,27.7,81.8,75.4,30.71
20160728,28.1,82.6,71.3,31.07
20160729,26,78.9,83.1,26.03
20160730,28.6,83.4,74.3,32.49
20160731,28.9,84,72.6,32.99
20160801,28.5,83.3,71.4,31.85
20160802,27.3,81.2,74,29.8
20160803,28.8,83.9,64.9,31.46
20160804,30.6,87.1,60.2,34.05
20160805,31.2,88.1,59.3,35.02
20160806,30.6,87,65.9,35.33
20160807,30.5,86.9,56,32.98
20160808,30.5,86.9,63.3,34.58
20160809,29.4,84.9,66.8,32.92
20160810,29.4,84.9,67.4,33.04
20160811,30.4,86.8,63.4,34.45
20160812,30.3,86.6,68.3,35.41
20160813,30.2,86.3,67.8,34.9
20160814,29.1,84.3,75,33.87
20160815,29.1,84.3,66.8,32.3
20160816,29.2,84.5,63.9,31.98
20160817,29.7,85.4,61.6,32.53
20160818,29.7,85.5,62.2,32.74
20160819,29.2,84.5,69.3,32.98
20160820,29.9,85.9,59.8,32.66
20160821,30.7,87.3,57.3,33.66
20160822,30.8,87.4,58.3,33.96
20160823,28.4,83.2,67.7,31.16
20160824,29.1,84.3,59.8,31.12
20160825,27.4,81.2,69,29.37
20160826,23.3,74,60.3,23.32
20160827,23.2,73.7,42.3,23.19
20160828,21.2,70.2,61.8,21.22
20160829,22,71.6,54.7,21.98
20160830,20.8,69.4,59.7,20.8
20160831,17.7,63.9,84.1,17.7
20160901,22.7,72.8,71.6,22.67
20160902,24.4,76,68.8,24.43
20160903,23.8,74.9,73.5,23.81
20160904,25.5,77.9,71.9,25.49
20160905,26.4,79.5,66.1,26.4
20160906,24.7,76.4,68.9,24.68
20160907,24.3,75.8,71.3,24.32
20160908,23.2,73.7,74.2,23.15
20160909,23.7,74.7,72.7,23.74
20160910,24.2,75.6,67.2,24.24
20160911,24.5,76.2,66.1,24.53
20160912,23.6,74.5,68.9,23.64
20160913,24.5,76,62.3,24.47
20160914,24.7,76.4,65,24.69
20160915,23.7,74.7,68.3,23.72
20160916,24.4,76,65.6,24.43
20160917,23.3,73.9,66.2,23.28
20160918,23.6,74.5,53.8,23.58
20160919,22,71.6,53.2,22.02
20160920,20.7,69.3,41.3,20.7
20160921,20,68.1,43.1,20.05
20160922,21.8,71.3,46.5,21.81
20160923,21.4,70.6,57.1,21.45
20160924,22.2,71.9,60.6,22.16
20160925,22.9,73.3,59.1,22.93
20160926,23.6,74.5,58,23.59
20160927,21.3,70.4,79.9,21.33
20160928,19.9,67.8,85.3,19.91
20160929,20.4,68.7,65.1,20.39
20160930,20.3,68.6,66,20.33
20161001,21.1,69.9,69.4,21.05
20161002,18.8,65.8,82.3,18.8
20161003,23,73.5,74.3,23.04
20161004,21.9,71.4,59.4,21.89
20161005,21.4,70.5,61.1,21.38
20161006,18,64.3,61.4,17.95
20161007,19.7,67.4,65.2,19.68
20161008,17.4,63.2,68.8,17.35
20161009,11.3,52.3,47.4,11.28
20161010,13.9,57,41.9,13.87
20161011,15.2,59.3,59.1,15.18
20161012,15.6,60.2,60.2,15.64
20161013,15.1,59.1,42.9,15.07
20161014,16.6,61.9,59.8,16.58
20161015,18.8,65.8,62,18.76
20161016,17.4,63.3,72.1,17.4
20161017,17.5,63.5,76.6,17.48
20161018,17.1,62.8,71.7,17.08
20161019,18.1,64.5,67.3,18.08
20161020,18.5,65.2,62.3,18.47
20161021,17.9,64.2,58.5,17.88
20161022,18.2,64.8,59.4,18.22
20161023,13.8,56.9,66.2,13.83
20161024,14.7,58.5,55.7,14.71
20161025,14.3,57.8,81.6,14.32
20161026,13.4,56.1,81.2,13.41
20161027,14.3,57.8,67.5,14.33
20161028,15.1,59.3,63.9,15.15
20161029,8.4,47.1,41.5,8.38
20161030,7.6,45.7,31.2,7.63
20161031,6.2,43.1,59.1,6.18
20161101,1.5,34.7,43.5,1.53
20161102,3.6,38.5,51.2,3.59
20161103,8.8,47.8,65,8.76
20161104,12.1,53.9,65.6,12.14
20161105,14.9,58.8,76.5,14.87
20161106,14.3,57.8,61.2,14.34
20161107,13.1,55.5,68.5,13.06
20161108,4.7,40.5,62,4.72
20161109,2.1,35.8,41.5,2.09
20161110,5.5,41.9,52.3,5.48
20161111,9.2,48.6,64.3,9.24
20161112,10.8,51.5,61.8,10.82
20161113,14.3,57.8,75.2,14.33
20161114,13.5,56.2,79.3,13.45
20161115,6,42.7,45.5,5.95
20161116,5.1,41.2,44.7,5.09
20161117,9,48.1,54.6,8.95
20161118,9.9,49.9,59.4,9.94
20161119,13,55.4,68.3,12.98
20161120,10.4,50.7,52.8,10.36
20161121,9.2,48.6,40.5,9.24
20161122,2.8,37,44.2,2.79
20161123,-1.5,29.2,36.1,-1.54
20161124,-2.6,27.3,39.2,-2.63
20161125,0.6,33.1,41.6,0.61
20161126,0.7,33.3,68.4,0.75
20161127,3.2,37.7,82.1,3.16
20161128,1.7,35,61,1.66
20161129,1.8,35.2,42,1.76
20161130,5.5,41.9,55,5.52
20161201,4.8,40.6,50.4,4.75
20161202,1.5,34.6,47.3,1.45
20161203,4.4,39.9,59.2,4.39
20161204,5.3,41.6,61.1,5.32
20161205,6.3,43.4,69.8,6.35
20161206,-0.9,30.4,38,-0.88
20161207,1.7,35,56.2,1.68
20161208,1.9,35.4,67.1,1.86
20161209,1.9,35.5,68.4,1.94
20161210,-1.6,29.1,50.3,-1.64
20161211,-0.8,30.5,40.5,-0.83
20161212,1.7,35.1,38.3,1.71
20161213,3.7,38.7,51.3,3.73
20161214,-1.2,29.8,68.1,-1.23
20161215,-4.7,23.5,42.3,-4.73
20161216,-5.3,22.5,40.4,-5.27
20161217,2.3,36.1,58,2.27
20161218,4.9,40.8,68.8,4.89
20161219,7.1,44.8,65.2,7.12
20161220,7.7,45.8,71.5,7.68
20161221,7.6,45.6,74.2,7.57
20161222,6,42.7,91.9,5.96
20161223,-2,28.3,71.7,-2.03
20161224,-2.5,27.5,65.1,-2.49
20161225,0.6,33,69.5,0.57
20161226,2.6,36.7,73.4,2.59
20161227,-1.6,29.1,56.1,-1.64
20161228,-3.9,25,48,-3.87
20161229,-4.1,24.6,52.1,-4.09
20161230,-4.2,24.4,50.3,-4.23
20161231,0.3,32.5,64.3,0.28
20170101,2.4,36.3,75.9,2.4
20170102,5.2,41.4,76.9,5.24
20170103,2.1,35.8,62.4,2.11
20170104,4,39.3,58.1,4.04
20170105,3.6,38.5,52,3.6
20170106,5.6,42.1,57.6,5.6
20170107,4.4,39.9,66.4,4.41
20170108,6.6,43.8,60.1,6.58
20170109,2.1,35.8,61.6,2.13
20170110,-3.2,26.2,47.4,-3.23
20170111,-4.3,24.3,35.4,-4.28
20170112,-1.7,29,44.1,-1.68
20170113,-5.8,21.5,45.8,-5.84
20170114,-8.3,17,34.1,-8.32
20170115,-6.9,19.7,34.2,-6.86
20170116,-3.7,25.3,37.2,-3.73
20170117,-2.3,27.9,44.3,-2.27
20170118,-0.4,31.3,68.8,-0.41
20170119,-1.3,29.7,58,-1.27
20170120,-3.9,25.1,67.5,-3.85
20170121,-5.5,22.1,74.5,-5.53
20170122,-7.6,18.4,52.8,-7.56
20170123,-8.9,16,48.2,-8.9
20170124,-7.1,19.2,50.5,-7.13
20170125,-5.4,22.3,50.4,-5.36
20170126,-2,28.3,62.5,-2.04
20170127,-1.8,28.7,50.3,-1.81
20170128,-2.1,28.3,38.9,-2.08
20170129,1,33.8,66,1
20170130,-4.3,24.3,64.6,-4.28
20170131,-5.5,22.1,44.6,-5.5
20170201,-3.8,25.2,44.8,-3.76
20170202,-3.2,26.2,50.3,-3.24
20170203,1.6,34.8,66.3,1.55
20170204,0.7,33.2,70.7,0.68
20170205,1.5,34.7,74.6,1.5
20170206,-1.6,29.2,52,-1.58
20170207,-2.1,28.3,45.8,-2.08
20170208,-2.1,28.2,50.4,-2.13
20170209,-4.9,23.2,47,-4.9
20170210,-6.5,20.2,44.3,-6.54
20170211,-5,23,45.7,-5.01
20170212,-2.2,28,49.4,-2.2
20170213,-0.1,31.9,58.6,-0.08
20170214,0.5,32.8,47.4,0.45
20170215,1.6,34.9,53.2,1.59
20170216,4.9,40.8,61.4,4.87
20170217,2.1,35.7,60.6,2.07
20170218,-2.8,27,47.1,-2.75
20170219,1.5,34.6,66.8,1.47
20170220,-0.6,30.8,57.5,-0.65
20170221,-1.1,30,38.2,-1.12
20170222,1.8,35.2,67.3,1.8
20170223,-1.2,29.8,58.5,-1.23
20170224,-1.2,29.8,50.3,-1.24
20170225,2.4,36.4,63.8,2.43
20170226,3.7,38.6,55.8,3.67
20170227,3.8,38.8,38.3,3.77
20170228,5.1,41.2,40.3,5.1
20170301,5.2,41.4,61.9,5.23
20170302,2,35.7,64.5,2.03
20170303,3.1,37.5,51,3.06
20170304,5.6,42.1,61.4,5.59
20170305,5.1,41.1,71.1,5.06
20170306,0.5,32.8,43.4,0.46
20170307,-1.2,29.8,37.7,-1.21
20170308,-0.4,31.3,50.2,-0.38
20170309,3,37.5,49.4,3.03
20170310,4.6,40.3,37.3,4.62
20170311,6.9,44.4,37.6,6.89
20170312,8.2,46.7,56.4,8.15
20170313,6.8,44.2,51.9,6.79
20170314,5.8,42.4,38.9,5.75
20170315,6.3,43.3,32.4,6.27
20170316,6.2,43.2,41.6,6.24
20170317,7.4,45.3,45.8,7.41
20170318,9.5,49.2,33,9.55
20170319,10.6,51.1,38,10.61
20170320,10.3,50.6,38.8,10.33
20170321,7.6,45.7,50.5,7.64
20170322,7.4,45.3,33.5,7.37
20170323,9.1,48.3,34.1,9.08
20170324,8.7,47.6,41.8,8.68
20170325,8.3,47,40,8.33
20170326,7.2,45,51.9,7.23
20170327,6.2,43.2,68.3,6.23
20170328,7,44.6,61.1,7.02
20170329,8.7,47.7,54.9,8.73
20170330,10.2,50.4,50.3,10.21
20170331,9.1,48.3,68.8,9.08
20170401,8.5,47.4,61.9,8.54
20170402,8.8,47.9,55.3,8.84
20170403,11.1,52.1,46.2,11.14
20170404,13.7,56.6,37.3,13.67
20170405,12.1,53.7,60.8,12.08
20170406,10.7,51.2,90.5,10.69
20170407,14.3,57.7,68.9,14.3
20170408,13.1,55.6,73.6,13.12
20170409,14.7,58.4,63.3,14.67
20170410,16.3,61.3,26,16.29
20170411,15.6,60,37.3,15.57
20170412,11.7,53.1,18.3,11.72
20170413,12.3,54.2,54.8,12.32
20170414,12.9,55.2,56.4,12.88
20170415,16.4,61.5,61.8,16.4
20170416,18.5,65.3,54.4,18.48
20170417,15.4,59.6,63.6,15.36
20170418,11.8,53.2,78.5,11.75
20170419,12.4,54.2,45.7,12.36
20170420,13,55.4,44.1,13.02
20170421,12.9,55.2,56.6,12.9
20170422,14.6,58.2,50.7,14.55
20170423,14.9,58.8,41,14.88
20170424,14.9,58.9,37.3,14.95
20170425,16.1,60.9,55.5,16.08
20170426,15.2,59.4,38.3,15.2
20170427,13.6,56.5,40.1,13.61
20170428,14.3,57.8,57.1,14.32
20170429,16.6,61.9,46,16.63
20170430,19.5,67,55.5,19.47
20170501,20,67.9,51.6,19.95
20170502,20.5,69,44.5,20.54
20170503,21.5,70.6,34.8,21.46
20170504,20.9,69.6,42.5,20.87
20170505,21.2,70.1,55.4,21.18
20170506,15,59.1,30.3,15.05
20170507,16.4,61.5,43.2,16.41
20170508,17.5,63.5,43.8,17.52
20170509,17.2,63,60.2,17.23
